pair,source,side,claim_index,name,type,name_prompt_index,type_prompt_index
pair_7fda4fb2,olympiads,a,2,h3,arcsin (Real.sqrt (1 - x ^ 2)) + arccos (Real.sqrt (1 - x ^ 2)) = π / 2,2160,2161
pair_7fda4fb2,olympiads,a,3,h4,arcsin (Real.sqrt (1 - x ^ 2)) + arccos (Real.sqrt (1 - x ^ 2)) = π / 2,2162,2163
pair_8016ed30,olympiads,h,0,h₄,1000 * m ≤ m ^ 2 * m,2164,2165
pair_8016ed30,olympiads,h,1,h₅,m ^ 2 * m < 1000 * (m + 1),2166,2167
pair_8016ed30,olympiads,a,0,h1,m ^ 3 = n,2168,2169
pair_8016ed30,olympiads,a,1,h2,n = m ^ 3,2170,2171
pair_8016ed30,olympiads,a,2,h3,m ^ 3 = n,2172,2173
pair_8016ed30,olympiads,a,3,h4,m ≤ 100,2174,2175
pair_8016ed30,olympiads,a,4,h5,m ^ 3 ≥ 1000 * m + 1000,2176,2177
pair_8016ed30,olympiads,a,5,h6,m ^ 3 / 1000 = m,2178,2179
pair_8016ed30,olympiads,a,6,h7,m ^ 3 ≥ 1000 * m,2180,2181
pair_8016ed30,olympiads,a,7,h7',m ^ 3 < 1000 * (m + 1),2182,2183
pair_80fe2f92,olympiads,h,0,h₁,(a * c + b * d)^2 ≤ (a^2 + b^2) * (c^2 + d^2),2184,2185
pair_80fe2f92,olympiads,h,1,h1,(a^2 + b^2) * (c^2 + d^2) - (a * c + b * d)^2 = (a * d - b * c)^2,2186,2187
pair_80fe2f92,olympiads,h,2,h2,(a * d - b * c)^2 ≥ 0,2188,2189
pair_80fe2f92,olympiads,h,3,h₂,a^2 + b^2 = 11 / 6,2190,2191
pair_80fe2f92,olympiads,h,4,h₃,(a * c + b * d)^2 = (2 * x + y)^2,2192,2193
pair_80fe2f92,olympiads,h,5,h₄,c^2 + d^2 = 3 * x ^2 + 2 * y^2,2194,2195
pair_80fe2f92,olympiads,h,6,h₅,(2 * x + y) ^ 2 ≤ 11 / 6 * 6,2196,2197
pair_80fe2f92,olympiads,a,0,h1,(2 * x + y) ^ 2 ≤ 11,2198,2199
pair_80fe2f92,olympiads,a,1,h2,2 * x + y ≤ Real.sqrt 11,2200,2201
pair_80fe2f92,olympiads,a,2,h3,(2 * x + y) ^ 2 ≤ 11,2202,2203
pair_80fe2f92,olympiads,a,3,h4,(2 * x + y) ≤ Real.sqrt 11,2204,2205
pair_820bfdd6,cn_contest,h,0,ht1,t1 = 4 / 20,2206,2207
pair_820bfdd6,cn_contest,h,1,ht3,t3 = 8 / 12,2208,2209
pair_820bfdd6,cn_contest,a,0,ht1,t1 = 0.2,2210,2211
pair_820bfdd6,cn_contest,a,1,ht2,t2 = (1 / 3 : ℝ),2212,2213
pair_820bfdd6,cn_contest,a,2,ht3,t3 = (2 / 3 : ℝ),2214,2215
pair_820bfdd6,cn_contest,a,3,h8,d1 + d2 = (12 : ℝ),2216,2217
pair_820bfdd6,cn_contest,a,4,h9,t1 + t2 + t3 = (6 / 5 : ℝ),2218,2219
pair_8239358d,olympiads,h,0,h0,0 ≤ (x + y)^4 - 8 * x * y * (x^2 + y^2),2220,2221
pair_8239358d,olympiads,h,1,h1,8 * x * y * (x^2 + y^2) ≤ (x + y)^4,2222,2223
pair_8239358d,olympiads,h,2,h2,0 ≤ (x + y)^2 - 4 * x * y,2224,2225
pair_8239358d,olympiads,h,3,h3,4 * x * y ≤ (x + y)^2,2226,2227
pair_8239358d,olympiads,h,4,h4,4 * x * y * (8 * x * y * (x^2 + y^2)) ≤ (x + y)^2 * (x + y)^4,2228,2229
pair_8239358d,olympiads,h,5,h5,x^2 * y^2 * (x^2 + y^2) ≤ 2,2230,2231
pair_8239358d,olympiads,a,0,h1,y = 2 - x,2232,2233
pair_8239358d,olympiads,a,1,h2,x * y ≤ 1,2234,2235
pair_83baa99c,olympiads,h,0,h2,(3 * x^4 + 24 * x^2 + 2013) % 25 = 0,2236,2237
pair_83baa99c,olympiads,h,1,h3,(3 * x^4 + 24 * x^2 + 2013) % 25 ≠ 0,2238,2239
pair_83baa99c,olympiads,h,2,h4,x % 25 = 0 ∨ x % 25 = 1 ∨ x % 25 = 2 ∨ x % 25 = 3 ∨ x % 25 = 4 ∨ x % 25 = 5 ∨ x % 25 = 6 ∨ x % 25 = 7 ∨ x % 25 = 8 ∨ x % 25 = 9 ∨ x % 25 = 10 ∨ x % 25 = 11 ∨ x % 25 = 12 ∨ x % 25 = 13 ∨ x % 25 = 14 ∨ x % 25 = 15 ∨ x % 25 = 16 ∨ x % 25 = 17 ∨ x % 25 = 18 ∨ x % 25 = 19 ∨ x % 25 = 20 ∨ x % 25 = 21 ∨ x % 25 = 22 ∨ x % 25 = 23 ∨ x % 25 = 24,2240,2241
pair_83baa99c,olympiads,a,0,eq1,3 * x^4 + 24 * x^2 + 2013 = 25 * y^2,2242,2243
pair_83baa99c,olympiads,a,1,eq2,(3 * x^4 + 24 * x^2 + 2013) % 25 = 0,2244,2245
pair_83baa99c,olympiads,a,2,h1,x % 25 = 0 ∨ x % 25 = 1 ∨ x % 25 = 2 ∨ x % 25 = 3 ∨ x % 25 = 4 ∨ x % 25 = 5 ∨ x % 25 = 6 ∨ x % 25 = 7 ∨ x % 25 = 8 ∨ x % 25 = 9 ∨ x % 25 = 10 ∨ x % 25 = 11 ∨ x % 25 = 12 ∨ x % 25 = 13 ∨ x % 25 = 14 ∨ x % 25 = 15 ∨ x % 25 = 16 ∨ x % 25 = 17 ∨ x % 25 = 18 ∨ x % 25 = 19 ∨ x % 25 = 20 ∨ x % 25 = 21 ∨ x % 25 = 22 ∨ x % 25 = 23 ∨ x % 25 = 24,2246,2247
pair_84aa00eb,amc_aime,h,0,s1,brenda_alone = ((1 : ℚ) / 9) * bricks,2248,2249
pair_84aa00eb,amc_aime,h,1,s2,brandon_alone = ((1 : ℚ) / 10) * bricks,2250,2251
pair_84aa00eb,amc_aime,h,2,s3,bricks = 5 * (((1 : ℚ) / 9) * bricks + ((1 : ℚ) / 10) * bricks - 10),2252,2253
pair_84aa00eb,amc_aime,a,0,eq1,brenda_alone = bricks / 9,2254,2255
pair_84aa00eb,amc_aime,a,1,eq2,brandon_alone = bricks / 10,2256,2257
pair_856882cd,math_test,h,0,h1,√(60*x) * √(12*x) * √(63*x) = √((60*x)*(12*x)*(63*x)),2258,2259
pair_856882cd,math_test,h,1,hh1,√((60*x)*(12*x)*(63*x)) = √((60*x)*(12*x)) * √(63*x),2260,2261
pair_856882cd,math_test,h,2,hh2,√((60*x)*(12*x)) = √(60*x) * √(12*x),2262,2263
pair_856882cd,math_test,h,3,h2,(60*x)*(12*x)*(63*x) = (60*12*63) * x^2 * x,2264,2265
pair_856882cd,math_test,h,4,h3,(60*12*63) * x^2 * x = (36*x)^2 * (35*x),2266,2267
pair_856882cd,math_test,a,0,h1,Real.sqrt (60 * x) * Real.sqrt (12 * x) * Real.sqrt (63 * x) = Real.sqrt ((60 * x) * (12 * x) * (63 * x)),2268,2269
pair_856882cd,math_test,a,1,h2,(60 * x) * (12 * x) * (63 * x) = (36 * x) ^ 2 * (35 * x),2270,2271
pair_856882cd,math_test,a,2,h3,Real.sqrt ((36 * x) ^ 2 * (35 * x)) = (36 * x) * Real.sqrt (35 * x),2272,2273
pair_856882cd,math_test,a,3,hx2,Real.sqrt ((36 * x) ^ 2 * (35 * x)) = Real.sqrt ((36 * x) ^ 2) * Real.sqrt (35 * x),2274,2275
pair_856882cd,math_test,a,4,hx3,Real.sqrt ((36 * x) ^ 2) = (36 * x),2276,2277
pair_89c9c092,amc_aime,h,0,hab,0≤ a*b,2278,2279
pair_89c9c092,amc_aime,h,1,h1,a ^ 2 + 2 * a * b + b ^ 2 - a * b * 4= (a - b) ^ 2,2280,2281
pair_89c9c092,amc_aime,a,0,h1,(a + b) ^ 2 / 4 ≥ a * b,2282,2283
pair_89c9c092,amc_aime,a,1,h2,( (a + b) / 2 ) ^ 2 ≥ a * b,2284,2285
pair_89c9c092,amc_aime,a,2,h3,( (a + b) / 2 ) ≥ 0,2286,2287
pair_89c9c092,amc_aime,a,3,h4,sqrt (( (a + b) / 2 ) ^ 2) ≥ sqrt (a * b),2288,2289
pair_89c9c092,amc_aime,a,4,h5,sqrt ( ( (a + b ) / 2 ) ^ 2 ) = ( (a + b ) / 2 ),2290,2291
pair_89c9c092,amc_aime,a,5,h6,( (a + b ) / 2 ) ≥ sqrt (a * b ),2292,2293
pair_89f14cf3,math_test,h,0,h,a * 125 + b * 25 + c * 5 + d = 4 * Real.log 4 - 6 * Real.log 3 + 4 * Real.log 2,2294,2295
pair_89f14cf3,math_test,h,1,h1,Real.log (4 / 3) = Real.log 4 - Real.log 3,2296,2297
pair_89f14cf3,math_test,h,2,h2,2 * Real.log 2 = Real.log 4,2298,2299
pair_89f14cf3,math_test,a,0,eq1,a + b + c + d = 0,2300,2301
pair_89f14cf3,math_test,a,1,eq2,a * (2:ℝ) ^ 3 + b * (2:ℝ) ^ 2 + c * (2:ℝ) + d = Real.log 2,2302,2303
pair_89f14cf3,math_test,a,2,eq3,a * (3:ℝ) ^ 3 + b * (3:ℝ) ^ 2 + c * (3:ℝ) + d = Real.log 3,2304,2305
pair_89f14cf3,math_test,a,3,eq4,a * (4:ℝ) ^ 3 + b * (4:ℝ) ^ 2 + c * (4:ℝ) + d = Real.log 4,2306,2307
pair_89f14cf3,math_test,a,4,eq5,P 5 = a * (5:ℝ) ^ 3 + b * (5:ℝ) ^ 2 + c * (5:ℝ) + d,2308,2309
pair_89f14cf3,math_test,a,5,h1,Real.log 4 = 2 * Real.log 2,2310,2311
pair_89f14cf3,math_test,a,6,h21,a * (5:ℝ) ^ 3 + b * (5:ℝ) ^ 2 + c * (5:ℝ) + d = 6 * Real.log (4 / 3),2312,2313
pair_89f14cf3,math_test,a,7,h12,Real.log (4 / 3) = Real.log 4 - Real.log 3,2314,2315
pair_8d2bcfbf,aops_forum,h,0,pab,0 < a*b,2316,2317
pair_8d2bcfbf,aops_forum,h,1,pabc,0 < a*b*c,2318,2319
pair_8d2bcfbf,aops_forum,a,0,h1,0 < a * b * c,2320,2321
pair_8d2bcfbf,aops_forum,a,1,h2,√(a * b * c) ≥ 0,2322,2323
pair_8d2bcfbf,aops_forum,a,2,h3,(√(a * b * c)) ^ 2 = a * b * c,2324,2325
pair_8d2bcfbf,aops_forum,a,3,h4,a + b + c + 2 * a * b * c - (a * b + b * c + c * a) > 0,2326,2327
pair_8f6e0946,math_train,h,0,h₀,l * w + w * h + l * h = 852,2328,2329
pair_8f6e0946,math_train,h,1,h₁,l + w + h = 52,2330,2331
pair_8f6e0946,math_train,a,0,h1,l * w + w * h + l * h = 852,2332,2333
pair_8f6e0946,math_train,a,1,h2,l + w + h = 52,2334,2335
pair_8f6e0946,math_train,a,2,eq1,(l + 1) * (w + 1) * (h + 1) = l * w * h + (l * w + w * h + l * h) + (l + w + h) + 1,2336,2337
pair_90ba49de,olympiads,h,0,h2,(a + b) * (c + d) = 68,2338,2339
pair_90ba49de,olympiads,h,1,h3,(a + b) * 4 = 68,2340,2341
pair_90ba49de,olympiads,h,2,h4,a + b = 17,2342,2343
pair_90ba49de,olympiads,a,0,h2,a * c + a * d + b * c + d * b = (a + b) * (c + d),2344,2345
pair_90ba49de,olympiads,a,1,h4,a + b = 17,2346,2347
pair_9104a005,cn_k12,h,0,formula,a*x^2 + b*x + c = 0 ↔ x = (-b + √(b^2 - 4*a*c)) / (2*a) ∨ x = (-b - √(b^2 - 4*a*c)) / (2*a),2348,2349
pair_9104a005,cn_k12,h,1,h,a*x^2 + b*x + c = 0 ↔ (x + b/(2*a))^2 = (b^2 - 4*a*c)/((2*a)^2),2350,2351
pair_9104a005,cn_k12,h,2,h0,√56 = 2 * √14,2352,2353
pair_9104a005,cn_k12,h,3,h1,(4 + √56) / 4 = (2 + √14) / 2,2354,2355
pair_9104a005,cn_k12,h,4,h2,(4 - √56) / 4 = (2 - √14) / 2,2356,2357
pair_9104a005,cn_k12,a,0,h1,2 * x ^ 2 - 4 * x - 5 = 0,2358,2359
pair_9104a005,cn_k12,a,1,h2,(x - (2 + Real.sqrt 14) / 2) * (x - (2 - Real.sqrt 14) / 2) = 0,2360,2361
pair_91985085,olympiads_ref,h,0,h1,n ∣ (n^2 + n),2362,2363
pair_91985085,olympiads_ref,h,1,h2,n ∣ 2,2364,2365
pair_91985085,olympiads_ref,h,2,h3,n ≤ 2,2366,2367
pair_91985085,olympiads_ref,a,0,h1,n ∣ (n^2 + n + 2),2368,2369
pair_91985085,olympiads_ref,a,1,h4,n ∣ (n * (n + 1)),2370,2371
pair_91985085,olympiads_ref,a,2,h5,n ∣ (n ^ 2 + n + 2 - (n * (n + 1))),2372,2373
pair_91985085,olympiads_ref,a,3,h6,(n ^ 2 + n + 2 - (n * (n + 1))) = 2,2374,2375
pair_91985085,olympiads_ref,a,4,h2,n ∣ 2,2376,2377
pair_91985085,olympiads_ref,a,5,h7,n ≤ 2,2378,2379
pair_93909f26,math_test,h,0,neq2,n = 3,2380,2381
pair_93909f26,math_test,h,1,xyne,x - y ≠ 0,2382,2383
pair_93909f26,math_test,h,2,yzne,y - z ≠ 0,2384,2385
pair_93909f26,math_test,h,3,zxne,z - x ≠ 0,2386,2387
pair_93909f26,math_test,a,0,h4,((y - x) ^ 2 / ((y - z) * (z - x)) + (z - y) ^ 2 / ((z - x) * (x - y)) + (x - z) ^ 2 / ((x - y) * (y - z)) ) = 3,2388,2389
pair_93909f26,math_test,a,1,h5,x - y ≠ 0,2390,2391
pair_93909f26,math_test,a,2,h6,y - z ≠ 0,2392,2393
pair_93909f26,math_test,a,3,h7,z - x ≠ 0,2394,2395
pair_93909f26,math_test,a,4,ht',t = ((y - x) ^ 2 / ((y - z) * (z - x)) + (z - y) ^ 2 / ((z - x) * (x - y)) + (x - z) ^ 2 / ((x - y) * (y - z)) ),2396,2397
pair_9492d22f,amc_aime,h,0,H1,6 + 12 + 24 + 48 + 96 = (186 : ℝ),2398,2399
pair_9492d22f,amc_aime,h,1,Hfactor,(186 : ℝ) = 31*6,2400,2401
pair_9492d22f,amc_aime,h,2,H2,48 - 31 = (17 : ℝ),2402,2403
pair_9492d22f,amc_aime,h,3,H3,96 - 31 = (65 : ℝ),2404,2405
pair_9492d22f,amc_aime,a,0,eq1,x2 = x1 + 6,2406,2407
pair_9492d22f,amc_aime,a,1,eq2,x3 = x2 + 12,2408,2409
pair_9492d22f,amc_aime,a,2,eq3,x4 = x3 + 24,2410,2411
pair_9492d22f,amc_aime,a,3,eq4,x5 = x4 + 48,2412,2413
pair_9492d22f,amc_aime,a,4,hx1,x1 = -25,2414,2415
pair_9492d22f,amc_aime,a,5,hx4,x4 = 17,2416,2417
pair_9492d22f,amc_aime,a,6,hx5,x5 = 65,2418,2419
pair_993b7ef0,olympiads,h,0,hab',a - b ≠ 0,2420,2421
pair_993b7ef0,olympiads,h,1,_1,b = sqrt b * sqrt b,2422,2423
pair_993b7ef0,olympiads,h,2,_2,sqrt 245 = sqrt 35 * sqrt 7,2424,2425
pair_993b7ef0,olympiads,a,0,h1,a * b - b ^ 2 = b * (a - b),2426,2427
pair_993b7ef0,olympiads,a,1,h2,a ^ 2 - a * b = a * (a - b),2428,2429
pair_993b7ef0,olympiads,a,2,h3,a - b ≠ 0,2430,2431
pair_993b7ef0,olympiads,a,3,h4,(2 * (a ^ 2 - a * b) / (35 * b)) * (10 * a / (7 * (a * b - b ^ 2))) = (2 * a / (7 * b)) ^ 2,2432,2433
pair_993b7ef0,olympiads,a,4,h5,a - b ≠ 0,2434,2435
pair_993b7ef0,olympiads,a,5,h7,sqrt ((2 * a / (7 * b)) ^ 2) = (2 * a / (7 * b)),2436,2437
pair_993b7ef0,olympiads,a,6,ha7,(2 * a / (7 * b)) > 0,2438,2439
pair_994a5f19,olympiads_ref,h,0,neq,v_peo' ≠ 0,2440,2441
pair_994a5f19,olympiads_ref,h,1,eq_aux,(500 * (2 * v_peo') + 2000) / (4 * (2 * v_peo')) = 125 + 250 / v_peo',2442,2443
pair_994a5f19,olympiads_ref,h,2,ineq_aux,250 / v_peo' ≤ 50,2444,2445
pair_994a5f19,olympiads_ref,a,0,h1,(1000 * v_peo' + 2000) / (8 * v_peo') ≤ 175,2446,2447
pair_994a5f19,olympiads_ref,a,1,eq1,5 * (( (100 : ℝ) / 2 ) / (2 : ℝ)) + 5 * (( (100 : ℝ) / 2 ) / v_peo') = (1000 * v_peo' + 2000) / (8 * v_peo'),2448,2449
pair_994a5f19,olympiads_ref,a,2,h2,(1000 * v_peo' + 2000) ≤ 175 * (8 * v_peo'),2450,2451
pair_994a5f19,olympiads_ref,a,3,h3,(1000 * v_peo' + 2000) / (8 * v_peo') ≤ 175,2452,2453
pair_994a5f19,olympiads_ref,a,4,h4,(8 * v_peo') > 0,2454,2455
pair_994a5f19,olympiads_ref,a,5,h5,(1000 * v_peo' + 2000) ≤ 175 * (8 * v_peo'),2456,2457
pair_997d6d90,olympiads,h,0,o,k = 0,2458,2459
pair_997d6d90,olympiads,h,1,s,(a - b) + (b - c) + (c - d) + (d - e) + (e - a) = 0,2460,2461
pair_997d6d90,olympiads,a,0,h11,(a - b) = (b - c) ∨ (a - b) = - (b - c),2462,2463
pair_997d6d90,olympiads,a,1,h12,(b - c) = (c - d) ∨ (b - c) = - (c - d),2464,2465
pair_997d6d90,olympiads,a,2,h13,(c - d) = (d - e) ∨ (c - d) = - (d - e),2466,2467
pair_997d6d90,olympiads,a,3,h14,(d - e) = (e - a) ∨ (d - e) = - (e - a),2468,2469
pair_99b89cb7,olympiads,h,0,eq3,"∫ z in (0)..2, (4 + z) = 10",2470,2471
pair_99b89cb7,olympiads,h,1,eq2,"∫ y in (x^2)..1, 10 = 10 * (1 - x^2)",2472,2473
pair_99b89cb7,olympiads,a,0,eq3,"∫ z in (0)..2, (4 + z) = 10",2474,2475
pair_99b89cb7,olympiads,a,1,eq2,"∀ x : ℝ, ∫ y in (x^2)..1, ∫ z in (0)..2, (4 + z) = 10 * (1 - x^2)",2476,2477
pair_99b95cc2,olympiads_ref,h,0,dis_eq,"∀ (n : ℤ), ∀ (d : ℤ), sq_dis k n (n + d) = sq_dis k 0 d",2478,2479
pair_99b95cc2,olympiads_ref,h,1,k_sq,k ^ 2 = (945) / (16 : ℝ),2480,2481
pair_99b95cc2,olympiads_ref,a,0,eq1,16 + 16 * k ^ 2 = 961,2482,2483
pair_99b95cc2,olympiads_ref,a,1,eq2,k ^ 2 = (945 / 16 : ℝ),2484,2485
pair_9faef40c,olympiads,h,0,h1,x ^ 2 + 1 / x ^ 2 = 0,2486,2487
pair_9faef40c,olympiads,h,1,h2,x ^ 2 ≥ 0,2488,2489
pair_9faef40c,olympiads,h,2,h3,1 / x ^ 2 > 0,2490,2491
pair_9faef40c,olympiads,h,3,h4,x ^ 2 + 1 / x ^ 2 > 0,2492,2493
pair_9faef40c,olympiads,a,0,h1,x * (1 / x) = 1,2494,2495
pair_9faef40c,olympiads,a,1,h2,x^2 + 1 / x^2 = 0,2496,2497
pair_9faef40c,olympiads,a,2,eq1,x^2 + 1 / x^2 = (x + 1 / x)^2 - 2 * (x * (1 / x)),2498,2499
pair_9faef40c,olympiads,a,3,h2sq,(Real.sqrt 2)^2 = 2,2500,2501
pair_9faef40c,olympiads,a,4,h3,x^2 + 1 / x^2 > 0,2502,2503
pair_9faef40c,olympiads,a,5,h4,x^2 > 0,2504,2505
pair_9faef40c,olympiads,a,6,h5,1 / x^2 > 0,2506,2507
pair_a0cf4dfe,amc_aime,h,0,ha₇',a 7 = 32,2508,2509
pair_a0cf4dfe,amc_aime,h,1,h₁,2 ^ 27 ≤ 2 ^ a 7,2510,2511
pair_a0cf4dfe,amc_aime,h,2,h₂,a 7 * 2 ^ 27 = 2 ^ (a 7 - 27 + 27),2512,2513
pair_a0cf4dfe,amc_aime,h,3,hb5,5 ≤ b,2514,2515
pair_a0cf4dfe,amc_aime,h,4,hb_aux,2 ^ b < 2 ^ (2 ^ b - 27),2516,2517
pair_a0cf4dfe,amc_aime,a,0,h7,a 7 = a 0 + d * 7,2518,2519
pair_a0cf4dfe,amc_aime,a,1,ha2_eq,a 2 = a 0 + d * 2,2520,2521
pair_a0cf4dfe,amc_aime,a,2,h3,a 0 + d * 2 < 12,2522,2523
pair_a0cf4dfe,amc_aime,a,3,h4,a 0 < 12,2524,2525
pair_a0cf4dfe,amc_aime,a,4,h5,d < 6,2526,2527
pair_a0e4b1be,math_test,h,0,hc,√(40 * 9) = √40 * √9,2528,2529
pair_a0e4b1be,math_test,h,1,sqrt9_eq_3,√9 = 3,2530,2531
pair_a0e4b1be,math_test,h,2,sqrt49_eq_7,√49 = 7,2532,2533
pair_a0e4b1be,math_test,h,3,hc2,√(4 * 10) = √4 * √10,2534,2535
pair_a0e4b1be,math_test,h,4,sqrt4_eq_2,√4 = 2,2536,2537
pair_a0e4b1be,math_test,a,0,h1,Real.sqrt (40 * 9) = Real.sqrt 360,2538,2539
pair_a0e4b1be,math_test,a,1,h2,Real.sqrt 360 = 6 * Real.sqrt 10,2540,2541
pair_a0e4b1be,math_test,a,2,h3,Real.sqrt 49 = 7,2542,2543
pair_a1be69b6,olympiads,h,0,h1,f x + 3 ≥ f (x + 1) + 2,2544,2545
pair_a1be69b6,olympiads,h,1,h2,f x + 4 ≤ f (x + 1) + 3,2546,2547
pair_a1be69b6,olympiads,h,2,h_eq,f (x + 1) = f x + 1,2548,2549
pair_a1be69b6,olympiads,h,3,h,f n = n + 1,2550,2551
pair_a1be69b6,olympiads,a,0,h1,f x + 3 ≥ f (x + 1) + 2,2552,2553
pair_a1be69b6,olympiads,a,1,h2,f x + 4 ≤ f (x + 1) + 3,2554,2555
pair_a1be69b6,olympiads,a,2,h3,f (x + 1) = f x + 1,2556,2557
pair_a1be69b6,olympiads,a,3,h8,f (x + 1) ≤ f x + 1,2558,2559
pair_a1be69b6,olympiads,a,4,h9,f (x + 1) ≥ f x + 1,2560,2561
pair_a1be69b6,olympiads,a,5,h4,"∀ (n : ℕ), f (1 + (↑n : ℝ)) = 2 + (↑n : ℝ)",2562,2563
pair_a1be69b6,olympiads,a,6,eq1,f (1 + ((↑(n + 1) : ℝ)) ) = f ( (1 + (↑n : ℝ)) + 1 ),2564,2565
pair_a1be69b6,olympiads,a,7,eq2,f ( (1 + (↑n : ℝ)) + 1 ) = f (1 + (↑n : ℝ)) + 1,2566,2567
pair_a243cec8,olympiads_ref,h,0,h1,"{x : ℤ | x ∈ Finset.Icc 1 2004 ∧ ∃ m n : ℤ, m > 0 ∧ n > 0 ∧ ((↑x : ℝ) = (m * n + 1) / (m + n))} = Set.Icc 1 2004",2568,2569
pair_a243cec8,olympiads_ref,h,1,h3,x ^ 2 ≥ 1,2570,2571
pair_a243cec8,olympiads_ref,a,0,h1,"{x : ℤ | x ∈ Finset.Icc 1 2004 ∧ ∃ m n : ℤ, m > 0 ∧ n > 0 ∧ ((↑x : ℝ) = (m * n + 1) / (m + n))} = Set.Icc (1 : ℤ) 2004",2572,2573
pair_a243cec8,olympiads_ref,a,1,h3_eq,(↑x : ℝ) = ( ( (x + 1 : ℝ) ) * ( (x ^ 2 + x - 1 : ℝ) ) + 1 ) / ( (x + 1 : ℝ) + (x ^ 2 + x - 1 : ℝ) ),2574,2575
pair_a243cec8,olympiads_ref,a,2,eq1,( (x + 1 : ℝ) ) * ( (x ^ 2 + x - 1 : ℝ) ) + 1 = (x : ℝ) * ( (x + 1 : ℝ) + (x ^ 2 + x - 1 : ℝ) ),2576,2577
pair_a243cec8,olympiads_ref,a,3,h4,( (x + 1 : ℝ) + (x ^ 2 + x - 1 : ℝ) ) ≠ 0,2578,2579
pair_a243cec8,olympiads_ref,a,4,h5,(x : ℝ) ≥ (1 : ℝ),2580,2581
pair_a3b6f8e9,aops_forum,h,0,hb2,0 < b^2,2582,2583
pair_a3b6f8e9,aops_forum,h,1,ha2,0 < a^2,2584,2585
pair_a3b6f8e9,aops_forum,h,2,h1,b < a,2586,2587
pair_a3b6f8e9,aops_forum,h,3,h2,a < 1,2588,2589
pair_a3b6f8e9,aops_forum,h,4,h3,a^2 + b^2 < 1,2590,2591
pair_a3b6f8e9,aops_forum,a,0,h1,b < a,2592,2593
pair_a3b6f8e9,aops_forum,a,1,h2,a < 1,2594,2595
pair_a3b6f8e9,aops_forum,a,2,h3,a^2 + b^2 < 1,2596,2597
pair_a4ad52ae,cn_k12,h,0,h',"∀ x, -1 * x * x + 6 * x - 6 + m ≠ 0",2598,2599
pair_a4ad52ae,cn_k12,h,1,hrange,Set.range (fun x ↦ -1 * x * x + 6 * x - 6 + m) = {y | y ≤ m + 3},2600,2601
pair_a4ad52ae,cn_k12,h,2,hm,0 ≤ m + 3,2602,2603
pair_a4ad52ae,cn_k12,a,0,hne,"∃ x, 2 * x ^ 2 + 4 * x + m = 3 * x ^ 2 - 2 * x + 6",2604,2605
pair_a4ad52ae,cn_k12,a,1,h1,3 + m ≥ 0,2606,2607
pair_a663aca4,math_train,h,0,sqrt108,√108 = 6 * √3,2608,2609
pair_a663aca4,math_train,h,1,_2sqrt12,2 * √12 = 4 * √3,2610,2611
pair_a663aca4,math_train,h,2,_2sqrt27,2 * √27 = 6 * √3,2612,2613
pair_a663aca4,math_train,a,0,h1,Real.sqrt 108 = 6 * Real.sqrt 3,2614,2615
pair_a663aca4,math_train,a,1,h2,Real.sqrt 12 = 2 * Real.sqrt 3,2616,2617
pair_a663aca4,math_train,a,2,h3,Real.sqrt 27 = 3 * Real.sqrt 3,2618,2619
pair_a663aca4,math_train,a,3,h4,Real.sqrt 3 > 0,2620,2621
pair_a9100fa4,amc_aime,h,0,hk,k ∣ 2009,2622,2623
pair_a9100fa4,amc_aime,h,1,hak,2009 = a * k^2,2624,2625
pair_a9100fa4,amc_aime,h,2,h41k,¬ 41 ∣ k,2626,2627
pair_a9100fa4,amc_aime,a,0,h3,a * k ^ 2 = 2009,2628,2629
pair_a9100fa4,amc_aime,a,1,h5,k ≤ 44,2630,2631
pair_a9100fa4,amc_aime,a,2,h6',k ^ 2 ≥ 2025,2632,2633
pair_a9100fa4,amc_aime,a,3,h7,a * k ^ 2 = 2009,2634,2635
pair_abe2c6a9,olympiads,h,0,hx,x = (6 * z * 4 - y) / 4,2636,2637
pair_abe2c6a9,olympiads,h,1,hy,y = (z * 40 - z * 6) * (4 / 19),2638,2639
pair_abe2c6a9,olympiads,h,2,hx1,x = (6 * z * 4 - (z * 40 - z * 6) * (4 / 19)) / 4,2640,2641
pair_abe2c6a9,olympiads,h,3,hu1,u = (92 + z * (376 / 19)) * (1 / 90),2642,2643
pair_abe2c6a9,olympiads,h,4,hu2,u = (-92 + z * (488 / 19)) * (1 / 108),2644,2645
pair_abe2c6a9,olympiads,h,5,hrz,46 / 45 + 23 / 27 = z * (122 / 513) - z * (188 / 855),2646,2647
pair_abe2c6a9,olympiads,h,6,hrz',z = 209 / 2,2648,2649
pair_abe2c6a9,olympiads,a,0,eq1,x = 440,2650,2651
pair_abe2c6a9,olympiads,a,1,eq2,y = 748,2652,2653
pair_abe2c6a9,olympiads,a,2,eq3,z = 209 / 2,2654,2655
pair_abe2c6a9,olympiads,a,3,eq4,u = 24,2656,2657
pair_acaa8786,aops_forum,h,0,h1,a - b ≠ 0,2658,2659
pair_acaa8786,aops_forum,h,1,h2,a - c ≠ 0,2660,2661
pair_acaa8786,aops_forum,h,2,h3,b - c ≠ 0,2662,2663
pair_acaa8786,aops_forum,h,3,h4,b - a ≠ 0,2664,2665
pair_acaa8786,aops_forum,h,4,h5,c - a ≠ 0,2666,2667
pair_acaa8786,aops_forum,h,5,h6,c - b ≠ 0,2668,2669
